date,time,protocol_version,code,name,position_before,price_at_decision,market_context,signal,advice,shares_advised,actual_action,shares_actual,position_after,reason,T1_return,T3_return,T5_return,outcome,rule_tags,notes,event_id,theme_id,portfolio_role,stock_role,lifecycle_state,leadership_change,flow_evidence,attention_evidence,crowding_evidence,price_impact,next_buyer,invalidation,opportunity_action
"2026-08-24","14:56","DailyExecution-v1.5","600487","亨通光电","200","60.45","通信题材核心与扩散同步大跌；中际-7.42%、新易盛-6.79%","仍低于60.89且中天科技相对略强；题材由分歧转退潮","减仓","100","2026-08-25 09:32卖出200股@57.495并清仓","200","0","09:45条件得到全天确认；保留100股应对低点反抽与政策映射上行尾部，同时降低约2.63个百分点组合暴露","","","","","R-001|R-002|R-004|R-008|R-011|R-015","scheduled_node=14:30; execution_mode=manual_rerun; quote_time=14:53:56; data_quality=A/B; counterfactual=不操作保留反包收益但承担题材继续退潮；清仓会放大卖飞风险；只减100股更对称; user_confirmed_trade=2026-08-25_09:32_sell_200_weighted_57.495; gross_amount=11499; execution_relation=following_prior_tail_advice; deviation=advised_sell100_actual_sell200; post_trade_user_report=stock_rose_well_intraday_and_regret; exact_post_sale_quote=missing; process_lesson=prior_day_advice_expired_and_actual_size_exceeded_advice","EVT-20260824-01","THM-新一代通信网","holding","direct_core","retreat","downgrade","双源量价一致；从59.30反抽但仍低于失效位且弱于中天科技","高","medium_high","negative_surprise_confirmed","政策映射与分歧后回流资金","重新站稳60.89并出现核心同步修复","reduce_100"
"2026-08-24","14:56","DailyExecution-v1.5","603179","新泉股份","0","38.24","指数普跌而个股+4.11%接近日高","站上37.87形成强反包，但缺少汽车零部件板块广度证据","保持空仓；不追高","0","买入100股@38.230；2026-08-25 14:50卖出100股@37.490并清仓","100","100","重新定价价格门槛通过但题材扩散门槛未确认；执行卖飞后不情绪追买","-1.94%","","","实际回补T+1清仓小亏；正式收盘反事实待补","R-001|R-004|R-006|R-011","scheduled_node=14:30; execution_mode=manual_rerun; quote_time=14:53:57; data_quality=A/B; reentry=下一交易日回踩37.87不破且板块广度确认后再评估100股; actual_execution_cost=38.230; actual_reported_market_price=38.080; actual_reported_market_value=3808.000; actual_reported_weight=2.81%; actual_vs_advice=contrary; confirmation_source=user_brokerage_position; confirmed_at=15:09; T1_actual_exit=2026-08-25_14:50_sell_100_at_37.490; T1_realized_gross_pnl=-74.00; T1_realized_gross_return=-1.94%; T1_close_missing=true","","THM-汽车零部件","recent_exit","follower","cold","upgrade","双源量价一致；逆势反包接近日高","中","medium","positive_repricing_without_breadth","次日确认与板块扩散资金","跌回37.20或板块无广度","watch_no_chase"
"2026-08-24","14:56","DailyExecution-v1.5","688111","金山办公","0","233.30","创业板-3.15%；AI应用端无独立主线","继续低于243.14并接近日内低位","保持空仓；不回补","0","","","","Good News + Weak Reaction继续确认，重新定价条件未通过","","","","","R-001|R-002|R-005|R-006|R-011","scheduled_node=14:30; execution_mode=manual_rerun; quote_time=14:53:57; data_quality=A/B; reentry=收复243.14并持续强于软件方向后再评估100股","","THM-AI应用","recent_exit","direct_core","divergence","downgrade","双源量价一致；弱于理论重估预期","中","medium","negative_confirmed","应用端独立催化与重估资金","不能收复243.14","reject_rebuy"
"2026-08-24","14:56","DailyExecution-v1.5","300308","中际旭创","0","873.05","通信核心与扩散同步退潮","业绩利好后-7.42%，仍远低于943前收","当日候选维持淘汰；不买入","0","","","","高质量事件对应弱反应延续，资金/反应门槛失败","","","","","R-002|R-011|R-012|R-015","scheduled_node=14:30; execution_mode=manual_rerun; quote_time=14:53:54; data_quality=A/B","EVT-20260824-01","THM-新一代通信网","nonholding","theme_leader","retreat","lost","双源量价一致；高成交下显著负向价格冲击","极高","high","good_news_weak_response_confirmed","后续分歧回流核心资金","收复943且通信容量与扩散同步修复","reject"
"2026-08-24","14:56","DailyExecution-v1.5","300502","新易盛","0","412.01","通信核心与扩散同步退潮","高开后-6.79%，未收复442且与中际同步弱","当日候选维持淘汰；不买入","0","","","","高开接受与扩散门槛全天未通过","","","","","R-001|R-002|R-011|R-012|R-015","scheduled_node=14:30; execution_mode=manual_rerun; quote_time=14:53:54; data_quality=A/B","EVT-20260824-01","THM-新一代通信网","nonholding","theme_leader","retreat","lost","双源量价一致；高开兑现后弱势延续","极高","high","negative_surprise_confirmed","后续主线回流资金","收复442且至少两只扩散核心同步修复","reject"
"2026-08-24","14:56","DailyExecution-v1.5","601899","紫金矿业","0","34.55","资源为逆势主线但容量内部转分化","由早盘正收益转为-0.55%，弱于洛阳钼业","保留观察；不买入","0","","","","已有洛阳钼业敞口且紫金尾盘相对走弱；组合与资金反应门槛不支持重复开仓","","","","","R-001|R-008|R-011|R-014|R-015","scheduled_node=14:30; execution_mode=manual_rerun; quote_time=14:53:57; data_quality=A/B","EVT-20260824-02","THM-贵金属铜钨","nonholding","capacity_core","divergence","downgrade","双源量价一致；高开回落转负","高","medium_high","capacity_fade","资源容量再确认资金","跌破34.16且洛阳钼业同步转弱","watch_no_buy"
"2026-08-24","14:56","DailyExecution-v1.5","002716","湖南白银","0","11.46","白银与贵金属领涨，但市场整体普跌","涨停且成交拥挤，容量核心未同步强化","观察；不追高","0","","","","题材龙头有效但生命周期处于拥挤，新增买方与潜在兑现盘不对称","","","","","R-008|R-011|R-012|R-015","scheduled_node=14:30; execution_mode=manual_rerun; quote_time=14:53:57; data_quality=A/B","EVT-20260824-02","THM-贵金属铜钨","nonholding","theme_leader","crowding","maintain","双源量价一致；涨停但资源容量分化","极高","high","limit_up_crowding","次日分歧后回流核心资金","跌破10.80且容量核心同步走弱","watch_no_chase"
"2026-08-24","14:56","DailyExecution-v1.5","600028","中国石化","0","5.33","油气仅中国石化强，中国石油-0.36%、中国海油-0.65%","+4.51%接近日高但板块扩散仍不足","维持观察；不买入","0","","","","价格门槛通过但生命周期与扩散门槛未通过；不为补仓位强行开仓","","","","","R-001|R-002|R-008|R-011|R-015","scheduled_node=14:30; execution_mode=manual_rerun; quote_time=14:53:56; data_quality=A/B","EVT-20260824-03","THM-油气","nonholding","capacity_core","divergence","maintain","双源量价一致；单一容量核心正向冲击","中","medium","single_core_strength_no_diffusion","三桶油与油服燃气扩散资金","跌破5.10或继续只有单票强","watch_no_buy"
"2026-08-25","09:51","DailyExecution-v1.5","603861","白云电器","1000","","09:00本地基线无隔夜增量；09:45指数、板块及个股实时量价在项目内缺失","09:45量价缺失，无法验证相对电网设备与指数的异常","观察/等待10:30；暂不操作","0","","","","本地边界禁止联网补取；缺少开盘承接、相对强弱和板块广度证据，不提高操作强度","","","","excluded_data_missing","R-001|R-008|R-011|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=守住11.66并强于电网设备与指数; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=取得有效量价后验证11.66与相对强弱; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","","","holding","unclassified","cold","unknown","09:45量价缺失，承接与扩散不可验证","unknown","unknown","missing","电网设备轮动资金","跌破11.66且同类设备股不弱","hold_missing"
"2026-08-25","09:51","DailyExecution-v1.5","300421","力星股份","200","","09:00本地基线无隔夜增量；09:45指数、板块及个股实时量价在项目内缺失","09:45量价缺失，机器人链相对地位不可验证","观察/等待10:30；暂不操作","0","","","","200股观察仓且缺少开盘量价与板块比较，不把旧收盘状态外推为当日异常","","","","excluded_data_missing","R-001|R-005|R-008|R-011|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=守住15.92且不弱于机器人核心; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=取得有效量价后验证15.92与机器人相对强弱; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","","","holding","follower","cold","unknown","09:45量价缺失，承接与相对表现不可验证","unknown","low","missing","机器人链轮动资金","跌破15.92且机器人核心保持强势","hold_missing"
"2026-08-25","09:51","DailyExecution-v1.5","603993","洛阳钼业","200","","09:00资源维持分歧且无隔夜增量；09:45指数、资源板块及个股实时量价在项目内缺失","09:45量价缺失，容量核心能否收回18.62不可验证","观察/等待10:30；不加仓","0","","","","旧资源事件不能替代当日容量共振；持仓200股，缺少资金反应门槛证据","","","","excluded_data_missing","R-001|R-002|R-008|R-011|R-014|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=收回18.62并与紫金矿业和赤峰黄金共振; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证18.62与资源容量广度; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-02","THM-贵金属铜钨","holding","capacity_core","divergence","unknown","09:45容量承接与板块共振不可验证","unknown","high","missing","资源容量重新共振资金","不能收回18.62且紫金矿业与赤峰黄金更强","hold_no_add_missing"
"2026-08-25","09:51","DailyExecution-v1.5","002150","正泰电源","100","","09:00本地基线无隔夜增量；09:45指数、光储板块及个股实时量价在项目内缺失","09:45量价缺失，21.95与光储相对表现不可验证","观察/等待10:30；暂不操作","0","","","","100股二元仓位需提高阈值；在量价缺失时不把条件退出机械执行为清仓","","","","excluded_data_missing","R-001|R-004|R-005|R-008|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=守住21.95且光储核心不显著更强; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证21.95与光储核心相对强弱; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","","THM-光储","holding","follower","divergence","unknown","09:45承接与题材相对强弱不可验证","unknown","medium","missing","光储轮动与修复资金","跌破21.95且光储核心不弱","hold_binary_missing"
"2026-08-25","09:51","DailyExecution-v1.5","600487","亨通光电","200","","09:00通信维持退潮且无隔夜增量；09:45通信核心、扩散股及持仓实时量价在项目内缺失","09:45量价缺失，单票反抽能否升级为题材回流不可验证","观察/等待10:30；不加仓","0","","","","昨日减仓建议尚未确认成交，当前事实持仓仍为200股；缺少双龙头与扩散同步证据，不新增操作","","","","excluded_data_missing","R-001|R-002|R-008|R-011|R-014|R-015|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=通信双龙头与至少两只扩散核心同步修复; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证通信核心回流及亨通相对中天科技的强弱; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable; portfolio_fact_correction=pre_node_sale_200_at_weighted_57.495; actual_position_at_node=0; decision_used_stale_position=200","EVT-20260824-01","THM-新一代通信网","holding","direct_core","retreat","unknown","09:45核心回流与扩散不可验证","unknown","high","missing","分歧后核心回流与政策映射资金","通信双龙头与至少两只扩散核心不能同步修复","hold_no_add_missing"
"2026-08-25","09:51","DailyExecution-v1.5","603179","新泉股份","100","","09:00汽车零部件为冷题材观察且无隔夜增量；09:45板块与个股实时量价在项目内缺失","09:45量价缺失，37.87承接与汽车零部件广度不可验证","观察/等待10:30；不追补","0","","","","已确认持有100股；昨日重新买入与原建议相反，缺少当日反应时不再因价格焦虑追加仓位","","","","excluded_data_missing","R-001|R-004|R-006|R-008|R-011|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=守住37.87且汽车零部件核心与广度同步改善; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证37.87、37.20与板块广度; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","","THM-汽车零部件","holding","follower","cold","unknown","09:45回踩承接与题材扩散不可验证","unknown","medium","missing","板块广度确认与回踩承接资金","跌回37.20或继续只有新泉单票强","hold_no_chase_missing"
"2026-08-25","09:51","DailyExecution-v1.5","601899","紫金矿业","0","","09:00资源维持分歧且无隔夜增量；09:45资源板块及个股实时量价在项目内缺失","09:45量价缺失，容量核心再确认不可验证","维持watch；不买入","0","","","","已有洛阳钼业资源敞口，且四道门槛中的资金反应门缺失，组合门不支持重复开仓","","","","excluded_data_missing","R-001|R-008|R-011|R-014|R-015|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=容量核心与洛阳钼业同步转强; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证34.16及资源容量共振; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-02","THM-贵金属铜钨","nonholding","capacity_core","divergence","unknown","09:45容量承接与扩散不可验证","unknown","medium_high","missing","资源容量重新共振资金","跌破34.16且洛阳钼业同步转弱","watch_missing"
"2026-08-25","09:51","DailyExecution-v1.5","002716","湖南白银","0","","09:00沿用前一日涨停拥挤基线且无隔夜增量；09:45资源板块及个股实时量价在项目内缺失","09:45量价缺失，高弹性分歧与兑现风险不可验证","维持watch；不追高","0","","","","生命周期仍为拥挤，且当日价格反应缺失；新开仓的生命周期门与资金反应门均不通过","","","","excluded_data_missing","R-002|R-008|R-011|R-012|R-015|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=分歧不失守10.80且容量核心同步修复; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证10.80、高弹性兑现与资源容量共振; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-02","THM-贵金属铜钨","nonholding","theme_leader","crowding","unknown","09:45高弹性承接与容量同步不可验证","unknown","high","missing","分歧后回流核心资金","跌破10.80且容量核心同步走弱","watch_no_chase_missing"
"2026-08-25","09:51","DailyExecution-v1.5","600028","中国石化","0","","09:00油气维持分歧且无隔夜增量；09:45三桶油、油服燃气及个股实时量价在项目内缺失","09:45量价缺失，单票强能否扩散为板块不可验证","维持watch；不买入","0","","","","前一日单一容量核心强不足以替代当日扩散验证；资金反应门缺失，不升级候选","","","","excluded_data_missing","R-001|R-002|R-008|R-011|R-015|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=守住5.25且三桶油与油服燃气出现扩散; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证5.25、5.10与板块扩散; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-03","THM-油气","nonholding","capacity_core","divergence","unknown","09:45单票承接与板块扩散不可验证","unknown","medium","missing","三桶油与油服燃气扩散资金","跌破5.10或继续只有单票强","watch_missing"
"2026-08-25","09:51","DailyExecution-v1.5","300308","中际旭创","0","","09:00通信维持退潮且无隔夜增量；09:45通信核心、容量及扩散实时量价在项目内缺失","09:45量价缺失，前一日Good News + Weak Response能否反转不可验证","维持rejected；不买入","0","","","","重新入池必须取得核心回流和扩散证据；当日量价缺失时不能用旧利好重启候选","","","","excluded_data_missing","R-001|R-002|R-011|R-012|R-015|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=收复943且通信容量与扩散同步修复; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证943及通信双核心回流; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-01","THM-新一代通信网","nonholding","theme_leader","retreat","unknown","09:45核心回流与扩散不可验证","unknown","high","missing","分歧后回流核心资金","不能收复943且通信容量与扩散未同步修复","reject_missing"
"2026-08-25","09:51","DailyExecution-v1.5","300502","新易盛","0","","09:00通信维持退潮且无隔夜增量；09:45通信核心、容量及扩散实时量价在项目内缺失","09:45量价缺失，前一日负向Surprise能否反转不可验证","维持rejected；不买入","0","","","","重新入池必须取得双核心回流与扩散证据；当日量价缺失时维持淘汰状态","","","","excluded_data_missing","R-001|R-002|R-011|R-012|R-015|DATA-UNAVAILABLE","overnight_driver=none; expected_reaction=收复442且至少两只扩散核心同步修复; actual_reaction=missing_at_0945; surprise=none; confirm_at_1030=验证442及通信双核心回流; scheduled_node=09:45; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-01","THM-新一代通信网","nonholding","theme_leader","retreat","unknown","09:45核心回流与扩散不可验证","unknown","high","missing","主线回流资金","不能收复442且扩散核心未同步修复","reject_missing"
"2026-08-25","10:33","DailyExecution-v1.5","603861","白云电器","1000","","09:45基线为D级缺失；10:30指数、电网设备及个股实时量价仍未在本地项目出现","10:30无法复核09:45异常，确认状态missing","持有观察至14:30；暂不操作","0","","","","缺少一小时承接、相对强弱和板块广度，不能把旧失效位机械转成当日操作","","","","excluded_data_missing","R-001|R-008|R-011|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/603861/09:45; confirmation_evidence=本地项目无10:30实时量价和电网设备广度; lifecycle_transition=cold->cold; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","","","holding","unclassified","cold","unknown","10:30承接与相对强弱不可验证","unknown","unknown","missing_1030","14:30电网设备轮动资金","跌破11.66且同类设备股不弱","hold_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","300421","力星股份","200","","09:45基线为D级缺失；10:30指数、机器人链及个股实时量价仍未在本地项目出现","10:30无法复核09:45异常，确认状态missing","持有观察至14:30；暂不操作","0","","","","200股观察仓缺少相对核心强弱和回流证据，不提高操作强度","","","","excluded_data_missing","R-001|R-005|R-008|R-011|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/300421/09:45; confirmation_evidence=本地项目无10:30实时量价和机器人链广度; lifecycle_transition=cold->cold; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","","","holding","follower","cold","unknown","10:30相对地位与资金回流不可验证","unknown","low","missing_1030","14:30机器人链轮动资金","跌破15.92且机器人核心保持强势","hold_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","603993","洛阳钼业","200","","09:45基线为D级缺失；10:30资源容量核心、板块及个股实时量价仍未在本地项目出现","10:30无法验证18.62与容量共振，确认状态missing","持有观察至14:30；不加仓","0","","","","旧资源事件不能替代一小时容量承接与板块共振，已有200股敞口不新增风险","","","","excluded_data_missing","R-001|R-002|R-008|R-011|R-014|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/603993/09:45; confirmation_evidence=本地项目无10:30实时量价和资源容量广度; lifecycle_transition=divergence->divergence; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-02","THM-贵金属铜钨","holding","capacity_core","divergence","unknown","10:30容量承接与板块共振不可验证","unknown","high","missing_1030","14:30资源容量重新共振资金","不能收回18.62且紫金矿业与赤峰黄金更强","hold_no_add_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","002150","正泰电源","100","","09:45基线为D级缺失；10:30指数、光储板块及个股实时量价仍未在本地项目出现","10:30无法验证21.95与光储相对表现，确认状态missing","持有观察至14:30；暂不操作","0","","","","100股二元仓位需提高阈值；没有当日量价时既不加仓也不机械清仓","","","","excluded_data_missing","R-001|R-004|R-005|R-008|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/002150/09:45; confirmation_evidence=本地项目无10:30实时量价和光储广度; lifecycle_transition=divergence->divergence; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","","THM-光储","holding","follower","divergence","unknown","10:30承接与题材相对强弱不可验证","unknown","medium","missing_1030","14:30光储轮动与修复资金","跌破21.95且光储核心不弱","hold_binary_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","600487","亨通光电","200","","09:45基线为D级缺失；10:30通信双龙头、扩散股及持仓实时量价仍未在本地项目出现","10:30无法确认通信回流与持仓地位，确认状态missing","持有观察至14:30；不加仓","0","","","","事实持仓仍为200股；缺少双龙头、容量和至少两只扩散核心同步证据，不新增操作","","","","excluded_data_missing","R-001|R-002|R-008|R-011|R-014|R-015|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/600487/09:45; confirmation_evidence=本地项目无10:30实时量价和通信扩散数据; lifecycle_transition=retreat->retreat; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable; portfolio_fact_correction=pre_node_sale_200_at_weighted_57.495; actual_position_at_node=0; decision_used_stale_position=200","EVT-20260824-01","THM-新一代通信网","holding","direct_core","retreat","unknown","10:30核心回流、承接与扩散不可验证","unknown","high","missing_1030","14:30分歧后核心回流与政策映射资金","通信双龙头与至少两只扩散核心不能同步修复","hold_no_add_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","603179","新泉股份","100","","09:45基线为D级缺失；10:30汽车零部件板块及个股实时量价仍未在本地项目出现","10:30无法验证37.87承接与板块广度，确认状态missing","持有观察至14:30；不追补","0","","","","已确认持有100股；缺少一小时承接和板块共振时不因重新买入后的价格焦虑追加仓位","","","","excluded_data_missing","R-001|R-004|R-006|R-008|R-011|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/603179/09:45; confirmation_evidence=本地项目无10:30实时量价和汽车零部件广度; lifecycle_transition=cold->cold; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","","THM-汽车零部件","holding","follower","cold","unknown","10:30回踩承接与题材扩散不可验证","unknown","medium","missing_1030","14:30板块广度确认与回踩承接资金","跌回37.20或继续只有新泉单票强","hold_no_chase_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","601899","紫金矿业","0","","09:45基线为D级缺失；10:30资源容量核心、板块及个股实时量价仍未在本地项目出现","10:30无法确认容量核心再转强，确认状态missing","维持watch至14:30；不买入","0","","","","已有洛阳钼业资源敞口，且资金反应门与组合门仍未通过，不重复开仓","","","","excluded_data_missing","R-001|R-008|R-011|R-014|R-015|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/601899/09:45; confirmation_evidence=本地项目无10:30实时量价和资源容量广度; lifecycle_transition=divergence->divergence; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-02","THM-贵金属铜钨","nonholding","capacity_core","divergence","unknown","10:30容量承接与扩散不可验证","unknown","medium_high","missing_1030","14:30资源容量重新共振资金","跌破34.16且洛阳钼业同步转弱","watch_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","002716","湖南白银","0","","09:45基线为D级缺失；10:30资源容量、高弹性分歧及个股实时量价仍未在本地项目出现","10:30无法确认拥挤释放后的回流，确认状态missing","维持watch至14:30；不追高","0","","","","拥挤状态没有当日反应证据，生命周期门和资金反应门均未通过","","","","excluded_data_missing","R-002|R-008|R-011|R-012|R-015|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/002716/09:45; confirmation_evidence=本地项目无10:30实时量价和资源容量共振数据; lifecycle_transition=crowding->crowding; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-02","THM-贵金属铜钨","nonholding","theme_leader","crowding","unknown","10:30高弹性承接与容量同步不可验证","unknown","high","missing_1030","14:30分歧后回流核心资金","跌破10.80且容量核心同步走弱","watch_no_chase_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","600028","中国石化","0","","09:45基线为D级缺失；10:30三桶油、油服燃气及个股实时量价仍未在本地项目出现","10:30无法确认单票强是否形成扩散，确认状态missing","维持watch至14:30；不买入","0","","","","前一日单一容量核心强不能替代当日扩散验证，资金反应门仍未通过","","","","excluded_data_missing","R-001|R-002|R-008|R-011|R-015|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/600028/09:45; confirmation_evidence=本地项目无10:30实时量价和油气扩散数据; lifecycle_transition=divergence->divergence; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-03","THM-油气","nonholding","capacity_core","divergence","unknown","10:30单票承接与板块扩散不可验证","unknown","medium","missing_1030","14:30三桶油与油服燃气扩散资金","跌破5.10或继续只有单票强","watch_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","300308","中际旭创","0","","09:45基线为D级缺失；10:30通信双龙头、容量及扩散实时量价仍未在本地项目出现","10:30无法确认前一日负向反应是否反转，确认状态missing","维持rejected至14:30；不买入","0","","","","重新入池必须取得核心回流和扩散证据；没有当日数据不能用旧利好重启候选","","","","excluded_data_missing","R-001|R-002|R-011|R-012|R-015|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/300308/09:45; confirmation_evidence=本地项目无10:30实时量价和通信双核心回流数据; lifecycle_transition=retreat->retreat; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-01","THM-新一代通信网","nonholding","theme_leader","retreat","unknown","10:30核心回流、容量与扩散不可验证","unknown","high","missing_1030","14:30分歧后回流核心资金","不能收复943且通信容量与扩散未同步修复","reject_missing_1030"
"2026-08-25","10:33","DailyExecution-v1.5","300502","新易盛","0","","09:45基线为D级缺失；10:30通信双龙头、容量及扩散实时量价仍未在本地项目出现","10:30无法确认前一日负向Surprise是否反转，确认状态missing","维持rejected至14:30；不买入","0","","","","重新入池必须取得双核心回流和扩散证据；没有当日数据维持淘汰状态","","","","excluded_data_missing","R-001|R-002|R-011|R-012|R-015|DATA-UNAVAILABLE","0945_confirmation=missing; 0945_reference=2026-08-25/300502/09:45; confirmation_evidence=本地项目无10:30实时量价和通信双核心回流数据; lifecycle_transition=retreat->retreat; scheduled_node=10:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable","EVT-20260824-01","THM-新一代通信网","nonholding","theme_leader","retreat","unknown","10:30核心回流、容量与扩散不可验证","unknown","high","missing_1030","14:30主线回流资金","不能收复442且扩散核心未同步修复","reject_missing_1030"
"2026-08-25","14:34","DailyExecution-v1.5","603861","白云电器","1000","","09:45与10:30均为D级缺失；14:30指数、电网设备及个股全天量价仍未在本地项目出现","全天主线、相对地位与收盘方向不可验证","暂持至收盘；今日不操作","0","","","","缺少同一时点指数、板块和个股证据，不能用旧收盘价触发减仓或加仓","","","","excluded_data_missing","R-001|R-004|R-008|R-011|DATA-UNAVAILABLE","scheduled_node=14:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable; intraday_reference=2026-08-25/603861/09:45+10:30_missing; target_position=4.5%-5.5%_old_valuation_freeze_band; counterfactual=持有承担未观测下跌风险_卖出承担次日高开反包风险; next_day_plan=取得A/B级量价后验证11.66与电网设备相对强弱","","","holding","unclassified","cold","unknown","14:30全天承接与相对强弱不可验证","unknown","unknown","missing_1430","次日电网设备轮动资金","A/B级数据确认跌破11.66且同类设备股不弱","hold_missing_1430"
"2026-08-25","14:34","DailyExecution-v1.5","300421","力星股份","200","","09:45与10:30均为D级缺失；14:30指数、机器人链及个股全天量价仍未在本地项目出现","全天机器人链相对地位与收盘方向不可验证","暂持至收盘；今日不操作","0","13:33买入200股@16.775（决策前）","200","400","200股观察仓缺少核心比较与承接证据，不因亏损或旧价机械处理","","","","excluded_data_missing","R-001|R-004|R-005|R-008|R-011|DATA-UNAVAILABLE","scheduled_node=14:30; data_quality=D; exclusion_reason=local_intraday_data_unavailable; intraday_reference=2026-08-25/300421/09:45+10:30_missing; target_position=1.0%-1.8%_old_valuation_freeze_band; counterfactual=持有承担未观测补跌风险_卖出承担机器人回流反包风险; next_day_plan=取得A/B级量价后验证15.92与机器人核心相对强弱; user_confirmed_trade=13:33_buy_200_weighted_16.775; gross_amount=3355; timing=before_1430_decision; actual_position_at_node=400","","","holding","follower","cold","unknown","14:30相对地位与资金回流不可验证","unknown","low","missing_1430","次日机器人链轮动资金","A/B级数据确认跌破15.92且机器人核心保持强势","hold_missing_1430"
